address,elementary_school_link,elementary_school_name,elementary_school_rating,estimated_monthly_cost,high_school_link,high_school_name,high_school_rating,hoa_fees,home_details_link,listing_provider_name,listing_provider_phone,middle_school_link,middle_school_name,middle_school_rating,number_of_bathrooms,number_of_bedrooms,price,property_taxes_last_year,property_taxes_monthly,sqft,type,zestimate_rent_price,zestimate_sell_price
"Pre-foreclosure / Auction, 7467 E De La O Rd, Scottsdale, AZ 85255, Estimate $494,420",https://www.greatschools.org/school?id=02898&state=AZ,Pinnacle Peak Elementary School,8,"$2,319",https://www.greatschools.org/school?id=02893&state=AZ,Mountain Trail Middle School,8,$24/mo,https://www.zillow.com/homedetails/7467-E-De-La-O-Rd-Scottsdale-AZ-85255/7983098_zpid/,,,https://www.greatschools.org/school?id=02893&state=AZ,Mountain Trail Middle School,7,3,4, ,"$3,739",$280/mo,"2,758",Pre-foreclosure / Auction,,"$494,420"
"House for sale, 8621 E Whitton Ave, Scottsdale, AZ 85251, $475,000",https://www.greatschools.org/school?id=01103&state=AZ,Pima Elementary School,8,"$2,205",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,3,$0/mo,https://www.zillow.com/homedetails/8621-E-Whitton-Ave-Scottsdale-AZ-85251/7575804_zpid/,Audrey Myers,(480) 327-6700,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2,4,"$475,000","$1,635",$269/mo,"1,832",House for sale,"$2,195/mo","$470,103"
"House for sale, 10440 N 77th Pl, Scottsdale, AZ 85258, $712,000",https://www.greatschools.org/school?id=00539&state=AZ,Cochise Elementary School,10,"$3,318",https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,7,$26/mo,https://www.zillow.com/homedetails/10440-N-77th-Pl-Scottsdale-AZ-85258/7865756_zpid/,Kristi Camandona,(602) 810-0051,https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,8,2.5,4,"$712,000","$3,031",$403/mo,"2,669",House for sale,"$3,350/mo","$699,218"
"New construction, 10803 E Canyon Cross Way, Scottsdale, AZ, $5,695,000",,,,,,,,,https://www.zillow.com/homedetails/10803-E-Canyon-Cross-Way-Scottsdale-AZ-85255/95136474_zpid/,,,,,,6,5,"$5,695,000",,,"6,829",New construction,,
"House for sale, 10505 E Cinder Cone Trl, Scottsdale, AZ 85262, $1,165,000",,,,,,,,,https://www.zillow.com/homedetails/10505-E-Cinder-Cone-Trl-Scottsdale-AZ-85262/8038154_zpid/,,,,,,3.5,3,"$1,165,000",,,"3,943",House for sale,,
"House for sale, 9163 E Nittany Dr, Scottsdale, AZ 85255, $479,900",https://www.greatschools.org/school?id=02777&state=AZ,Copper Ridge School,8,"$2,268",https://www.greatschools.org/school?id=00524&state=AZ,Chaparral High School,,$41/mo,https://www.zillow.com/homedetails/9163-E-Nittany-Dr-Scottsdale-AZ-85255/8042554_zpid/,Lea Ann Hervey,(480) 792-9500,https://www.greatschools.org/school?id=00524&state=AZ,Chaparral High School,7,2,3,"$479,900","$2,156",$272/mo,"1,617",House for sale,"$2,500","$474,674"
"House for sale, 29606 N 144th St, Scottsdale, AZ 85262, $290,000",,,,,,,,,https://www.zillow.com/homedetails/29606-N-144th-St-Scottsdale-AZ-85262/62731830_zpid/,,,,,,1,1,"$290,000",,,"2,022",House for sale,,
"House for sale, 37486 N 102nd St, Scottsdale, AZ 85262, $897,000",https://www.greatschools.org/school?id=00454&state=AZ,Black Mountain Elementary School,7,"$4,273",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$125/mo,https://www.zillow.com/homedetails/37486-N-102nd-St-Scottsdale-AZ-85262/37767686_zpid/,Patrick Jones,(480) 251-2215,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,9,4,"$897,000","$4,070",$508/mo,"4,433",House for sale,"$5,995","$872,440"
"For Rent, 7710 E Gainey Ranch Rd, Scottsdale, AZ, Price not available",,,,,,,,,https://www.zillow.com/b/7710-e-gainey-ranch-rd-scottsdale-az-5XrSDr/,,,,,,,,,,,"$1,900+",For Rent,,
"House for sale, 15923 N 102nd Pl, Scottsdale, AZ 85255, $469,900",https://www.greatschools.org/school?id=00574&state=AZ,Desert Canyon Elementary School,10,"$2,222",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$41/mo,https://www.zillow.com/homedetails/15923-N-102nd-Pl-Scottsdale-AZ-85255/8043063_zpid/,Max Shadle,(602) 483-4919,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,8,2,3,"$469,900","$2,272",$266/mo,"1,478",House for sale,"$2,390","$459,457"
"House for sale, 10687 E Mark Ln, Scottsdale, AZ 85262, $1,250,000",,,,,,,,,https://www.zillow.com/homedetails/10687-E-Mark-Ln-Scottsdale-AZ-85262/8038227_zpid/,,,,,,3,3,"$1,250,000",,,"2,914",House for sale,,
"House for sale, 10230 E Blanche Dr, Scottsdale, AZ 85255, $515,110",https://www.greatschools.org/school?id=00574&state=AZ,Desert Canyon Elementary School,10,"$2,432",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$41/mo,https://www.zillow.com/homedetails/10230-E-Blanche-Dr-Scottsdale-AZ-85255/8065842_zpid/,Gavin Dewey,(480) 767-3000,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,3,5,"$515,110","$2,846",$292/mo,"2,357",House for sale,"$2,695","$505,039"
"House for sale, 7531 E North Ln, Scottsdale, AZ 85258, $699,999",https://www.greatschools.org/school?id=00539&state=AZ,Cochise Elementary School,10,"$3,272",https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,8,$35/mo,https://www.zillow.com/homedetails/7531-E-North-Ln-Scottsdale-AZ-85258/7866069_zpid/,Inna Novey,(480) 948-5554,https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,9,2,4,"$699,999","$2,685",$397/mo,"2,050",House for sale,"$2,950","$687,572"
"House for sale, 19155 N 94th Pl, Scottsdale, AZ 85255, $695,000",https://www.greatschools.org/school?id=02777&state=AZ,Copper Ridge School,9,"$3,255",https://www.greatschools.org/school?id=00524&state=AZ,Chaparral High School,,$41/mo,https://www.zillow.com/homedetails/19155-N-94th-Pl-Scottsdale-AZ-85255/8042283_zpid/,Carole Tyne,(833) 965-1364,https://www.greatschools.org/school?id=00524&state=AZ,Chaparral High School,8,3,5,"$695,000","$3,054",$394/mo,"2,906",House for sale,"$3,350","$676,158"
"House for sale, 10040 E Happy Valley Rd UNIT 362, Scottsdale, AZ 85255, $694,900",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,7,"$4,488",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,"$1,275/mo",https://www.zillow.com/homedetails/10040-E-Happy-Valley-Rd-UNIT-362-Scottsdale-AZ-85255/8040753_zpid/,Dana Bloom,(480) 600-6606,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,3,4,"$694,900","$4,338",$394/mo,"4,049",House for sale,"$4,900","$677,024"
"House for sale, 4419 N 87th Pl, Scottsdale, AZ 85251, $795,000",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$3,676",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$0/mo,https://www.zillow.com/homedetails/4419-N-87th-Pl-Scottsdale-AZ-85251/7847404_zpid/,Matthew Long,(480) 998-0676,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,4,3,"$795,000","$2,932",$451/mo,"3,598",House for sale,"$3,600","$769,277"
"House for sale, 8320 E Turney Ave, Scottsdale, AZ 85251, $585,000",,,,,,,,,https://www.zillow.com/homedetails/8320-E-Turney-Ave-Scottsdale-AZ-85251/7848140_zpid/,,,,,,3,4,"$585,000",,,"2,118",House for sale,,
"House for sale, 12690 E Cochise Dr, Scottsdale, AZ 85259, $1,150,000",https://www.greatschools.org/school?id=00883&state=AZ,Laguna Elementary School,8,"$5,317",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$0/mo,https://www.zillow.com/homedetails/12690-E-Cochise-Dr-Scottsdale-AZ-85259/50180823_zpid/,Casey Cuppy,(480) 314-4442,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,8,4,4,"$1,150,000","$3,940",$652/mo,"4,040",House for sale,"$4,800/mo","$1,102,902"
"New construction, 28015 N 96th St, Scottsdale, AZ, $3,199,000",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,6,"$14,792",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/28015-N-96th-St-Scottsdale-AZ-85262/2142955678_zpid/,Kristen Spayd,(480) 794-1694,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,4.5,4,"$3,199,000",,"$1,813/mo","5,016",New construction,"$1,632/mo","$3,100,569"
"House for sale, 9079 E Windrose Dr, Scottsdale, AZ 85260, $515,000",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,9,"$2,405",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$15/mo,https://www.zillow.com/homedetails/9079-E-Windrose-Dr-Scottsdale-AZ-85260/8047957_zpid/,Dylan Bucknavich,(602) 714-7000,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,2,3,"$515,000","$2,448",$292/mo,"2,025",House for sale,"$2,400","$508,068"
"House for sale, 8787 E Pinchot Ave, Scottsdale, AZ 85251, $449,500",https://www.greatschools.org/school?id=01103&state=AZ,Pima Elementary School,7,"$2,116",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,3,$30/mo,https://www.zillow.com/homedetails/8787-E-Pinchot-Ave-Scottsdale-AZ-85251/7575664_zpid/,Christina Clausen,(480) 722-9800,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,7,2,3,"$449,500","$1,771",$255/mo,"1,524",House for sale,"$2,200/mo","$439,100"
"House for sale, 10977 N 137th St, Scottsdale, AZ 85259, $1,049,900",https://www.greatschools.org/school?id=00390&state=AZ,Anasazi Elementary School,9,"$5,010",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$155/mo,https://www.zillow.com/homedetails/10977-N-137th-St-Scottsdale-AZ-85259/157727415_zpid/,Chris Prescott,(480) 951-1010,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,8,4,4,"$1,049,900","$3,303",$595/mo,"3,178",House for sale,"$3,950","$1,026,158"
"House for sale, 12113 N 138th Way, Scottsdale, AZ 85259, $615,000",https://www.greatschools.org/school?id=00390&state=AZ,Anasazi Elementary School,9,"$2,957",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$113/mo,https://www.zillow.com/homedetails/12113-N-138th-Way-Scottsdale-AZ-85259/8045892_zpid/,Arthur  J. Panzarella Jr.,(480) 948-5600,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,8,2,3,"$615,000","$2,611",$349/mo,"2,082",House for sale,"$2,600","$604,276"
"House for sale, 10199 E Cavedale Dr, Scottsdale, AZ 85262, $6,200,000",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,7,"$29,002",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$334/mo,https://www.zillow.com/homedetails/10199-E-Cavedale-Dr-Scottsdale-AZ-85262/82776246_zpid/,Debbie Negrin,Russ Lyon Sotheby's International Realty,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,11,6,"$6,200,000","$27,501","$3,513/mo","12,971",House for sale,"$8,500","$5,858,251"
"House for sale, 13070 N 90th Pl, Scottsdale, AZ 85260, $469,900",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,9,"$2,223",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$42/mo,https://www.zillow.com/homedetails/13070-N-90th-Pl-Scottsdale-AZ-85260/8048275_zpid/,William Prudden,(602) 230-7600,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,2.5,3,"$469,900","$1,913",$266/mo,"1,704",House for sale,"$2,400/mo","$459,453"
"House for sale, 13756 N 103rd Way, Scottsdale, AZ 85260, $389,999",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,7,"$1,846",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$36/mo,https://www.zillow.com/homedetails/13756-N-103rd-Way-Scottsdale-AZ-85260/8060389_zpid/,Hannah Maman,(602) 230-7600,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,8,2,3,"$389,999","$2,123",$221/mo,"1,514",House for sale,"$2,100","$386,509"
"Townhouse for sale, 7614 E Vista Dr, Scottsdale, AZ 85250, $499,500",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$2,618",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$300/mo,https://www.zillow.com/homedetails/7614-E-Vista-Dr-Scottsdale-AZ-85250/7842650_zpid/,Allan Bone,(480) 776-1555,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2,3,"$499,500","$1,980",$283/mo,"1,774",Townhouse for sale,"$2,500","$489,655"
"Townhouse for sale, 5050 N 82nd St, Scottsdale, AZ 85250, $345,000",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$1,825",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$224/mo,https://www.zillow.com/homedetails/5050-N-82nd-St-Scottsdale-AZ-85250/7843128_zpid/,Kimberly MacDonald,(480) 794-1694,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,7,2,3,"$345,000","$1,146",$196/mo,"1,728",Townhouse for sale,"$2,000/mo","$337,448"
"House for sale, 8100 E Camelback Rd # 97, Scottsdale, AZ 85251, $897,500",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$4,419",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$269/mo,https://www.zillow.com/homedetails/8100-E-Camelback-Rd-97-Scottsdale-AZ-85251/7843485_zpid/,Jason Stenmoen,(480) 994-0800,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2.5,4,"$897,500","$2,819",$509/mo,"3,010",House for sale,"$3,350","$877,770"
"House for sale, 10824 N 82nd Pl, Scottsdale, AZ 85260, $1,525,000",https://www.greatschools.org/school?id=00539&state=AZ,Cochise Elementary School,10,"$7,051",https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,8,$0/mo,https://www.zillow.com/homedetails/10824-N-82nd-Pl-Scottsdale-AZ-85260/7864357_zpid/,DeAnna Nelson,(602) 793-2923,https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,9,4,4,"$1,525,000","$6,302",$864/mo,"4,379",House for sale,"$5,995","$1,457,701"
"House for rent, 9324 N 87th Way, Scottsdale, AZ 85258, $2,000/mo",https://www.greatschools.org/school?id=00539&state=AZ,Cochise Elementary School,10,,https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,7,,https://www.zillow.com/homedetails/9324-N-87th-Way-Scottsdale-AZ-85258/7866838_zpid/,carol wicks,,https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,8,2,2,"$2,000/mo","$2,085",,"1,666",House for rent,,"$2,200/mo"
"Liv North Scottsdale, 15509 N Scottsdale Rd, Scottsdale, AZ, Price not available",,,,,,,,,https://www.zillow.com/b/liv-north-scottsdale-scottsdale-az-5k6FtR/,,,,,,"$1,689+","$1,404+",,,,"$3,039+",Liv North Scottsdale,,
"House for sale, 9816 E Mariposa Grande Dr, Scottsdale, AZ 85255, $1,795,000",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,6,"$8,300",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/9816-E-Mariposa-Grande-Dr-Scottsdale-AZ-85255/8040958_zpid/,Mike Glover,(480) 505-6300,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,3,4,"$1,795,000","$8,859","$1,017/mo","4,973",House for sale,"$8,000/mo","$1,678,143"
"Casa Santa Fe, 11105 N 115th St, Scottsdale, AZ, Price not available",,,,,,,,,https://www.zillow.com/b/casa-santa-fe-scottsdale-az-5XhyM2/,,,,,,"$1,233+","$1,110+",,,,"$1,521+",Casa Santa Fe,,
"Townhouse for rent, 9459 E Laurel Ln, Scottsdale, AZ 85260, $1,995/mo",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,9,,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,,https://www.zillow.com/homedetails/9459-E-Laurel-Ln-Scottsdale-AZ-85260/8049184_zpid/,Tom Coffin,(480) 694-5234,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,2,2,"$1,995/mo","$1,372",,"1,097",Townhouse for rent,,"$1,675/mo"
"Broadstone Scottsdale Quarter, 15345 N Scottsdale Rd, Scottsdale, AZ, Price not available",,,,,,,,,https://www.zillow.com/b/broadstone-scottsdale-quarter-scottsdale-az-5k5yyh/,,,,,,"$1,730+","$1,471+",,,,"$2,430+",Broadstone Scottsdale Quarter,,
"House for sale, 37045 N Romping Rd, Carefree, AZ 85377, $675,000",https://www.greatschools.org/school?id=00454&state=AZ,Black Mountain Elementary School,7,"$3,126",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$5/mo,https://www.zillow.com/homedetails/37045-N-Romping-Rd-Carefree-AZ-85377/8078885_zpid/,Janet Mohr,(480) 585-0101,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,4,5,"$675,000","$2,155",$383/mo,"3,036",House for sale,"$3,000","$653,485"
"Condo for sale, 9460 N 92nd St UNIT 111, Scottsdale, AZ 85258, $229,000",https://www.greatschools.org/school?id=00883&state=AZ,Laguna Elementary School,8,"$1,287",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$220/mo,https://www.zillow.com/homedetails/9460-N-92nd-St-UNIT-111-Scottsdale-AZ-85258/8055961_zpid/,Wendy Herst,(602) 910-3002,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,2,2,"$229,000",$928,$130/mo,"1,045",Condo for sale,"$1,395","$221,890"
"Townhouse for sale, 8201 E Mcdonald Dr, Scottsdale, AZ 85250, $292,000",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$1,586",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$231/mo,https://www.zillow.com/homedetails/8201-E-Mcdonald-Dr-Scottsdale-AZ-85250/7839723_zpid/,Lesley Pelkey,(480) 685-2760,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2,3,"$292,000",$978,$165/mo,"1,314",Townhouse for sale,"$1,695","$287,125"
"For sale by owner, 8310 E Roma Ave, Scottsdale, AZ 85251, $460,000",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$2,135",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$0/mo,https://www.zillow.com/homedetails/8310-E-Roma-Ave-Scottsdale-AZ-85251/7848105_zpid/,(602) 432-6399,,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2,4,"$460,000","$1,416",$261/mo,"1,806",For sale by owner,"$2,150/mo","$459,937"
"For sale by owner, 2827 N 69th Pl, Scottsdale, AZ 85257, $475,000",,,,,,,,,https://www.zillow.com/homedetails/2827-N-69th-Pl-Scottsdale-AZ-85257/7568722_zpid/,,,,,,2.5,3,"$475,000",,,"1,632",For sale by owner,,
"Townhouse for sale, 7654 E Pasadena Ave, Scottsdale, AZ 85250, $418,000",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$1,977",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$37/mo,https://www.zillow.com/homedetails/7654-E-Pasadena-Ave-Scottsdale-AZ-85250/7842217_zpid/,Karen Kay,(602) 833-4337,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,7,2,2,"$418,000","$1,257",$237/mo,"1,578",Townhouse for sale,"$1,700","$413,690"
"House for sale, 26813 N 150th St, Scottsdale, AZ 85262, $750,000",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,7,"$3,468",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/26813-N-150th-St-Scottsdale-AZ-85262/8081553_zpid/,Janice Delong,(602) 319-1326,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,3,4,"$750,000","$2,527",$425/mo,"3,230",House for sale,"$3,000/mo","$722,314"
